Rule,Output,Risk Level
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1084,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3819,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0772,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2081,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0836,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0784,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.0525,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4069,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1934,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.2167,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0561,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2444,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0796,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1358,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0804,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.0776,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.0697,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF2 (mu=0.2938, sigma=0.1057) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2673,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0892,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0962,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0212,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0779,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3539,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0025,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.5544,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1806,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3222,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1489,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0583,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.2278,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2209,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2250,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2310,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1117,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1200,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1967,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.6761,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0740,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2351,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1361,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1693,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1924,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3912,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0888,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0878,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0844,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0488,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1858,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0474,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",1.0282,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2559,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.7711,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1585,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2542,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.4501,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.4549,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3166,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.5527,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.3040,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.5238,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2573,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.1239,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3294,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.4195,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1439,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0844,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2124,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3860,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1486,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1402,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2108,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1453,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1517,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0677,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.5384,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.2228,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.4621,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3358,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2288,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.3158,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.2767,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1665,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1496,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0852,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.3124,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1222,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF2 (mu=0.2527, sigma=0.0113) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.6852,🟢 low
